,Longitude,Latitude,AddressAccuracy,NumMosquitos,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS,most_recent_spray_(days),Recently_sprayed,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,weather_type_Norm,Day_of_month,month,year,Day_of_week,sprayed_2_yrs_ago,never_sprayed,WnvPresent
28,-87.694,41.919,8,6,1,0,0,0,0,0,3650,0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,0,21,8,-1,1,0,1,0
29,-87.694,41.919,8,2,0,1,0,0,0,0,3650,0,81,69,75,67,69,0,10,0.2,29.16,29.81,5.5,25,7.3,0,24,8,-1,4,0,1,0
30,-87.694,41.919,8,3,1,0,0,0,0,0,3650,0,81,69,75,67,69,0,10,0.2,29.16,29.81,5.5,25,7.3,0,24,8,-1,4,0,1,0
31,-87.694,41.919,8,1,0,1,0,0,0,0,3650,0,83,56,70,56,62,0,5,0.0,29.39,30.03,4.6,17,5.9,1,4,10,-1,3,0,1,0
32,-87.7,41.932,8,1,0,0,1,0,0,0,3650,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,5,6,-1,1,0,1,0
33,-87.7,41.932,8,1,0,0,1,0,0,0,3650,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,26,6,-1,1,0,1,0
34,-87.7,41.932,8,2,0,1,0,0,0,0,3650,0,85,69,77,69,71,0,12,0.92,29.18,29.83,10.3,24,10.6,0,18,7,-1,2,0,1,0
35,-87.7,41.932,8,2,0,1,0,0,0,0,3650,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,1,1,8,-1,2,0,1,0
36,-87.7,41.932,8,2,0,1,0,0,0,0,3650,0,92,73,83,73,76,0,18,0.06,29.11,29.74,6.3,24,8.8,0,7,8,-1,1,0,1,0
37,-87.7,41.932,8,2,1,0,0,0,0,0,3650,0,92,73,83,73,76,0,18,0.06,29.11,29.74,6.3,24,8.8,0,7,8,-1,1,0,1,0
38,-87.7,41.932,8,2,0,1,0,0,0,0,3650,0,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1,0,15,8,-1,2,0,1,0
39,-87.7,41.932,8,1,1,0,0,0,0,0,3650,0,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1,0,15,8,-1,2,0,1,0
40,-87.7,41.932,8,1,0,1,0,0,0,0,3650,0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,0,21,8,-1,1,0,1,0
41,-87.7,41.932,8,1,1,0,0,0,0,0,3650,0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,0,21,8,-1,1,0,1,0
42,-87.7,41.932,8,2,0,1,0,0,0,0,3650,0,81,69,75,67,69,0,10,0.2,29.16,29.81,5.5,25,7.3,0,24,8,-1,4,0,1,0
43,-87.7,41.932,8,3,1,0,0,0,0,0,3650,0,81,69,75,67,69,0,10,0.2,29.16,29.81,5.5,25,7.3,0,24,8,-1,4,0,1,0
44,-87.7,41.932,8,1,1,0,0,0,0,0,3650,0,66,46,56,43,50,9,0,0.0,29.46,30.11,1.9,5,6.0,1,12,9,-1,2,0,1,0
45,-87.7,41.932,8,1,0,1,0,0,0,0,3650,0,91,71,81,62,69,0,16,0.0,29.34,29.98,10.0,19,10.5,1,24,9,-1,0,0,1,0
46,-87.7,41.932,8,4,0,1,0,0,0,0,3650,0,83,56,70,56,62,0,5,0.0,29.39,30.03,4.6,17,5.9,1,4,10,-1,3,0,1,0
47,-87.7,41.932,8,1,1,0,0,0,0,0,3650,0,83,56,70,56,62,0,5,0.0,29.39,30.03,4.6,17,5.9,1,4,10,-1,3,0,1,0
48,-87.7,41.932,8,10,0,1,0,0,0,0,3650,0,61,50,56,47,51,9,0,0.06,29.42,30.07,8.3,3,9.2,0,2,6,1,1,0,1,0
49,-87.7,41.932,8,10,0,0,1,0,0,0,3650,0,61,50,56,47,51,9,0,0.06,29.42,30.07,8.3,3,9.2,0,2,6,1,1,0,1,0
50,-87.7,41.932,8,3,0,1,0,0,0,0,3650,0,80,47,64,43,54,1,0,0.0,29.23,29.91,6.3,25,7.2,1,5,6,1,4,0,1,0
51,-87.7,41.932,8,4,0,0,1,0,0,0,3650,0,80,47,64,43,54,1,0,0.0,29.23,29.91,6.3,25,7.2,1,5,6,1,4,0,1,0
52,-87.7,41.932,8,21,0,1,0,0,0,0,3650,0,72,50,61,49,55,4,0,0.005,29.3,29.95,5.0,6,6.7,1,12,6,1,4,0,1,0
53,-87.7,41.932,8,9,0,0,1,0,0,0,3650,0,72,50,61,49,55,4,0,0.005,29.3,29.95,5.0,6,6.7,1,12,6,1,4,0,1,0
54,-87.7,41.932,8,6,1,0,0,0,0,0,3650,0,72,50,61,49,55,4,0,0.005,29.3,29.95,5.0,6,6.7,1,12,6,1,4,0,1,0
55,-87.7,41.932,8,11,0,1,0,0,0,0,3650,0,88,66,77,68,70,0,12,0.87,29.03,29.68,6.3,18,10.5,0,19,6,1,4,0,1,0
56,-87.7,41.932,8,6,0,0,1,0,0,0,3650,0,88,66,77,68,70,0,12,0.87,29.03,29.68,6.3,18,10.5,0,19,6,1,4,0,1,0
57,-87.7,41.932,8,2,0,1,0,0,0,0,3650,0,86,72,79,61,67,0,14,0.0,29.2,29.83,6.4,4,8.0,1,26,6,1,4,0,1,0
58,-87.7,41.932,8,3,0,0,1,0,0,0,3650,0,86,72,79,61,67,0,14,0.0,29.2,29.83,6.4,4,8.0,1,26,6,1,4,0,1,0
59,-87.7,41.932,8,3,0,1,0,0,0,0,3650,0,85,63,74,54,63,0,9,0.0,29.2,29.84,4.2,30,5.5,1,6,7,1,0,0,1,0
60,-87.7,41.932,8,1,0,0,1,0,0,0,3650,0,85,63,74,54,63,0,9,0.0,29.2,29.84,4.2,30,5.5,1,6,7,1,0,0,1,0
61,-87.7,41.932,8,13,0,1,0,0,0,0,3650,0,84,67,76,65,68,0,11,0.12,29.41,30.04,3.6,21,4.6,0,10,7,1,4,0,1,0
62,-87.7,41.932,8,6,0,0,1,0,0,0,3650,0,84,67,76,65,68,0,11,0.12,29.41,30.04,3.6,21,4.6,0,10,7,1,4,0,1,0
63,-87.7,41.932,8,7,0,1,0,0,0,0,3650,0,83,62,73,60,65,0,8,0.19,29.14,29.82,8.7,23,9.6,0,24,7,1,4,0,1,0
64,-87.7,41.932,8,6,0,0,1,0,0,0,3650,0,83,62,73,60,65,0,8,0.19,29.14,29.82,8.7,23,9.6,0,24,7,1,4,0,1,0
65,-87.7,41.932,8,1,0,1,0,0,0,0,3650,0,82,62,72,55,62,0,7,0.0,29.29,29.92,5.9,27,6.7,1,31,7,1,4,0,1,0
66,-87.7,41.932,8,1,0,1,0,0,0,0,3650,0,74,67,71,59,63,0,6,0.23,29.41,30.08,6.4,15,7.2,0,7,8,1,4,0,1,0
67,-87.7,41.932,8,1,0,0,1,0,0,0,3650,0,74,67,71,59,63,0,6,0.23,29.41,30.08,6.4,15,7.2,0,7,8,1,4,0,1,0
68,-87.7,41.932,8,1,0,1,0,0,0,0,3650,0,86,63,75,55,63,0,10,0.0,29.44,30.09,2.0,16,4.0,1,13,8,1,3,0,1,0
69,-87.7,41.932,8,1,0,0,1,0,0,0,3650,0,86,63,75,55,63,0,10,0.0,29.44,30.09,2.0,16,4.0,1,13,8,1,3,0,1,0
70,-87.7,41.932,8,1,0,1,0,0,0,0,3650,0,84,59,72,56,62,0,7,0.0,29.4,30.05,1.1,13,2.7,1,14,9,1,0,0,1,0
71,-87.7,41.932,8,2,0,0,1,0,0,0,3650,0,84,59,72,56,62,0,7,0.0,29.4,30.05,1.1,13,2.7,1,14,9,1,0,0,1,0
72,-87.7,41.932,8,1,0,1,0,0,0,0,3650,0,71,54,63,51,57,2,0,0.0,29.51,30.17,4.5,8,5.4,1,17,9,1,3,0,1,0
73,-87.7,41.932,8,2,0,0,1,0,0,0,3650,0,71,54,63,51,57,2,0,0.0,29.51,30.17,4.5,8,5.4,1,17,9,1,3,0,1,0
74,-87.7,41.932,8,1,1,0,0,0,0,0,3650,0,71,54,63,51,57,2,0,0.0,29.51,30.17,4.5,8,5.4,1,17,9,1,3,0,1,0
75,-87.7,41.932,8,6,0,1,0,0,0,0,3650,0,70,60,65,57,60,0,0,0.02,29.44,30.11,5.4,11,6.3,0,25,9,1,4,0,1,0
76,-87.7,41.932,8,2,0,1,0,0,0,0,3650,0,82,64,73,60,65,0,8,0.0,29.18,29.81,5.3,7,6.2,1,17,6,3,4,0,1,0
77,-87.7,41.932,8,3,0,0,1,0,0,0,3650,0,82,64,73,60,65,0,8,0.0,29.18,29.81,5.3,7,6.2,1,17,6,3,4,0,1,0
78,-87.7,41.932,8,1,0,0,0,1,0,0,3650,0,82,64,73,60,65,0,8,0.0,29.18,29.81,5.3,7,6.2,1,17,6,3,4,0,1,0
79,-87.7,41.932,8,9,0,1,0,0,0,0,3650,0,89,66,78,61,67,0,13,0.03,29.34,29.99,9.2,16,10.6,0,30,6,3,3,0,1,0
80,-87.7,41.932,8,5,0,0,1,0,0,0,3650,0,89,66,78,61,67,0,13,0.03,29.34,29.99,9.2,16,10.6,0,30,6,3,3,0,1,0
81,-87.7,41.932,8,10,0,1,0,0,0,0,3650,0,90,70,80,70,74,0,15,0.13,29.18,29.81,5.3,24,8.0,0,11,7,3,0,0,1,0
82,-87.7,41.932,8,30,0,0,1,0,0,0,3650,0,90,70,80,70,74,0,15,0.13,29.18,29.81,5.3,24,8.0,0,11,7,3,0,0,1,0
83,-87.7,41.932,8,1,0,1,0,0,0,0,3650,0,86,71,79,60,67,0,14,0.0,29.33,29.96,6.2,10,6.8,1,15,7,3,4,0,1,0
84,-87.7,41.932,8,2,0,0,1,0,0,0,3650,0,86,71,79,60,67,0,14,0.0,29.33,29.96,6.2,10,6.8,1,15,7,3,4,0,1,0
85,-87.7,41.932,8,18,0,1,0,0,0,0,3650,0,90,73,82,67,71,0,17,0.01,29.25,29.89,2.1,35,6.1,1,25,7,3,0,0,1,0
86,-87.7,41.932,8,10,0,0,1,0,0,0,3650,0,90,73,82,67,71,0,17,0.01,29.25,29.89,2.1,35,6.1,1,25,7,3,0,0,1,0
87,-87.7,41.932,8,4,1,0,0,0,0,0,3650,0,90,73,82,67,71,0,17,0.01,29.25,29.89,2.1,35,6.1,1,25,7,3,0,0,1,0
88,-87.7,41.932,8,4,0,1,0,0,0,0,3650,0,86,74,80,69,72,0,15,0.36,29.34,29.96,3.5,4,5.6,0,29,7,3,4,0,1,0
89,-87.7,41.932,8,1,0,0,1,0,0,0,3650,0,86,74,80,69,72,0,15,0.36,29.34,29.96,3.5,4,5.6,0,29,7,3,4,0,1,0
90,-87.7,41.932,8,2,1,0,0,0,0,0,3650,0,86,74,80,69,72,0,15,0.36,29.34,29.96,3.5,4,5.6,0,29,7,3,4,0,1,0
91,-87.7,41.932,8,15,0,1,0,0,0,0,3650,0,84,70,77,68,71,0,12,0.005,29.26,29.91,5.2,7,6.0,1,5,8,3,4,0,1,0
92,-87.7,41.932,8,4,0,0,1,0,0,0,3650,0,84,70,77,68,71,0,12,0.005,29.26,29.91,5.2,7,6.0,1,5,8,3,4,0,1,0
93,-87.7,41.932,8,2,0,1,0,0,0,0,3650,0,82,65,74,57,64,0,9,0.0,29.28,29.93,8.2,19,8.4,1,12,8,3,4,0,1,0
94,-87.7,41.932,8,1,0,0,1,0,0,0,3650,0,82,65,74,57,64,0,9,0.0,29.28,29.93,8.2,19,8.4,1,12,8,3,4,0,1,0
95,-87.7,41.932,8,1,0,1,0,0,0,0,3650,0,86,67,77,62,68,0,12,0.0,29.23,29.87,4.7,13,5.8,1,19,8,3,4,0,1,0
96,-87.7,41.932,8,1,1,0,0,0,0,0,3650,0,86,67,77,62,68,0,12,0.0,29.23,29.87,4.7,13,5.8,1,19,8,3,4,0,1,0
97,-87.7,41.932,8,2,0,1,0,0,0,0,3650,0,83,61,72,58,64,0,7,0.0,29.32,29.97,1.2,20,3.4,1,26,8,3,4,0,1,0
98,-87.7,41.932,8,1,1,0,0,0,0,0,3650,0,83,61,72,58,64,0,7,0.0,29.32,29.97,1.2,20,3.4,1,26,8,3,4,0,1,0
99,-87.7,41.932,8,6,0,1,0,0,0,0,3650,0,94,74,84,70,75,0,19,0.0,29.26,29.89,5.8,21,6.3,1,1,9,3,3,0,1,0
100,-87.7,41.932,8,2,0,0,1,0,0,0,3650,0,94,74,84,70,75,0,19,0.0,29.26,29.89,5.8,21,6.3,1,1,9,3,3,0,1,0
101,-87.7,41.932,8,4,0,1,0,0,0,0,3650,0,86,64,75,59,65,0,10,0.0,29.24,29.9,9.2,23,9.3,1,12,9,3,0,0,1,0
102,-87.7,41.932,8,1,0,0,1,0,0,0,3650,0,86,64,75,59,65,0,10,0.0,29.24,29.9,9.2,23,9.3,1,12,9,3,0,0,1,0
103,-87.7,41.932,8,2,0,1,0,0,0,0,3650,0,59,48,54,38,47,11,0,0.0,29.65,30.33,2.6,13,3.7,1,16,9,3,4,0,1,0
104,-87.7,41.932,8,3,0,1,0,0,0,0,3650,0,62,48,55,46,51,10,0,0.02,29.38,30.05,4.1,36,6.4,0,23,9,3,4,0,1,0
105,-87.7,41.932,8,1,0,0,1,0,0,0,3650,0,62,48,55,46,51,10,0,0.02,29.38,30.05,4.1,36,6.4,0,23,9,3,4,0,1,0
106,-87.7,41.932,8,9,0,0,1,0,0,0,3650,0,76,57,67,50,57,0,2,0.0,29.4,30.04,6.0,5,7.8,1,14,6,5,4,0,1,0
107,-87.7,41.932,8,1,0,0,1,0,0,0,3650,0,85,70,78,63,67,0,13,0.11,29.39,30.04,7.6,19,9.6,0,21,6,5,4,0,1,0
108,-87.7,41.932,8,6,0,1,0,0,0,0,3650,0,91,66,79,65,69,0,14,0.59,29.08,29.71,6.1,29,6.8,0,27,6,5,3,0,1,0
109,-87.7,41.932,8,1,0,0,1,0,0,0,3650,0,91,66,79,65,69,0,14,0.59,29.08,29.71,6.1,29,6.8,0,27,6,5,3,0,1,0
110,-87.7,41.932,8,2,0,1,0,0,0,0,3650,0,87,71,79,70,72,0,14,0.84,29.31,29.95,10.0,22,10.5,0,8,7,5,0,0,1,0
111,-87.7,41.932,8,4,0,0,1,0,0,0,3650,0,87,71,79,70,72,0,14,0.84,29.31,29.95,10.0,22,10.5,0,8,7,5,0,0,1,0
112,-87.7,41.932,8,20,0,1,0,0,0,0,3650,0,82,60,71,54,62,0,6,0.0,29.44,30.09,4.1,8,5.4,1,12,7,5,4,0,1,0
113,-87.7,41.932,8,8,0,0,1,0,0,0,3650,0,82,60,71,54,62,0,6,0.0,29.44,30.09,4.1,8,5.4,1,12,7,5,4,0,1,0
114,-87.7,41.932,8,2,0,1,0,0,0,0,3650,0,97,75,86,69,75,0,21,0.005,29.17,29.82,13.4,24,13.9,0,19,7,5,4,0,1,0
115,-87.7,41.932,8,4,0,0,1,0,0,0,3650,0,97,75,86,69,75,0,21,0.005,29.17,29.82,13.4,24,13.9,0,19,7,5,4,0,1,0
116,-87.7,41.932,8,2,0,1,0,0,0,0,3650,0,81,58,70,52,60,0,5,0.0,29.39,30.05,2.7,23,3.9,1,25,7,5,3,0,1,0
117,-87.7,41.932,8,1,0,0,1,0,0,0,3650,0,81,58,70,52,60,0,5,0.0,29.39,30.05,2.7,23,3.9,1,25,7,5,3,0,1,0
118,-87.7,41.932,8,24,0,1,0,0,0,0,3650,0,82,61,72,54,62,0,7,0.0,29.29,29.95,6.2,29,7.1,1,1,8,5,3,0,1,1
119,-87.7,41.932,8,10,0,0,1,0,0,0,3650,0,82,61,72,54,62,0,7,0.0,29.29,29.95,6.2,29,7.1,1,1,8,5,3,0,1,1
120,-87.7,41.932,8,27,1,0,0,0,0,0,3650,0,82,61,72,54,62,0,7,0.0,29.29,29.95,6.2,29,7.1,1,1,8,5,3,0,1,1
121,-87.7,41.932,8,5,1,0,0,0,0,0,0,1,79,69,74,55,62,0,9,0.0,29.33,29.96,10.5,5,10.8,1,8,8,5,3,0,0,0
122,-87.7,41.932,8,7,0,1,0,0,0,0,7,1,74,57,66,50,58,0,1,0.0,29.47,30.13,4.5,22,5.0,1,15,8,5,3,0,0,0
123,-87.7,41.932,8,8,1,0,0,0,0,0,14,1,78,67,73,66,68,0,8,0.36,29.42,30.05,2.5,24,7.0,0,22,8,5,3,0,0,0
124,-87.7,41.932,8,3,0,1,0,0,0,0,21,1,87,69,78,65,69,0,13,0.0,29.36,30.0,4.2,10,4.6,0,29,8,5,3,0,0,0
125,-87.7,41.932,8,8,0,0,1,0,0,0,21,1,87,69,78,65,69,0,13,0.0,29.36,30.0,4.2,10,4.6,0,29,8,5,3,0,0,0
126,-87.7,41.932,8,7,0,1,0,0,0,0,35,1,83,63,73,58,64,0,8,0.06,29.34,29.97,6.8,34,9.8,1,12,9,5,3,0,0,0
127,-87.7,41.932,8,1,0,0,1,0,0,0,35,1,83,63,73,58,64,0,8,0.06,29.34,29.97,6.8,34,9.8,1,12,9,5,3,0,0,0
128,-87.7,41.932,8,13,1,0,0,0,0,0,35,1,83,63,73,58,64,0,8,0.06,29.34,29.97,6.8,34,9.8,1,12,9,5,3,0,0,1
129,-87.7,41.932,8,2,1,0,0,0,0,0,42,1,84,70,77,66,69,0,12,0.005,29.21,29.87,7.8,16,10.0,0,19,9,5,3,0,0,0
130,-87.725,41.952,8,2,0,1,0,0,0,0,3650,0,82,61,72,61,65,0,7,0.0,29.39,30.04,8.3,21,8.6,1,25,8,1,1,0,1,0
131,-87.725,41.952,8,3,0,0,1,0,0,0,3650,0,82,61,72,61,65,0,7,0.0,29.39,30.04,8.3,21,8.6,1,25,8,1,1,0,1,0
132,-87.725,41.952,8,1,0,1,0,0,0,0,3650,0,67,62,65,61,63,0,0,1.19,29.41,30.07,10.7,8,11.0,0,27,8,1,3,0,1,0
133,-87.725,41.952,8,2,0,0,1,0,0,0,3650,0,67,62,65,61,63,0,0,1.19,29.41,30.07,10.7,8,11.0,0,27,8,1,3,0,1,0
134,-87.725,41.952,8,3,0,1,0,0,0,0,3650,0,84,59,72,56,62,0,7,0.0,29.4,30.05,1.1,13,2.7,1,14,9,1,0,0,1,0
135,-87.725,41.952,8,2,0,0,1,0,0,0,3650,0,84,59,72,56,62,0,7,0.0,29.4,30.05,1.1,13,2.7,1,14,9,1,0,0,1,1
136,-87.725,41.952,8,10,0,1,0,0,0,0,3650,0,71,54,63,51,57,2,0,0.0,29.51,30.17,4.5,8,5.4,1,17,9,1,3,0,1,0
137,-87.725,41.952,8,5,0,0,1,0,0,0,3650,0,71,54,63,51,57,2,0,0.0,29.51,30.17,4.5,8,5.4,1,17,9,1,3,0,1,0
138,-87.725,41.952,8,8,0,1,0,0,0,0,3650,0,70,60,65,57,60,0,0,0.02,29.44,30.11,5.4,11,6.3,0,25,9,1,4,0,1,0
139,-87.725,41.952,8,2,1,0,0,0,0,0,3650,0,70,60,65,57,60,0,0,0.02,29.44,30.11,5.4,11,6.3,0,25,9,1,4,0,1,0
140,-87.725,41.952,8,1,0,1,0,0,0,0,3650,0,59,44,52,46,49,13,0,0.59,29.18,29.9,8.8,13,8.7,0,1,10,1,3,0,1,0
141,-87.725,41.952,8,1,0,1,0,0,0,0,3650,0,90,70,80,70,74,0,15,0.13,29.18,29.81,5.3,24,8.0,0,11,7,3,0,0,1,0
142,-87.725,41.952,8,4,0,0,1,0,0,0,3650,0,90,70,80,70,74,0,15,0.13,29.18,29.81,5.3,24,8.0,0,11,7,3,0,0,1,0
143,-87.725,41.952,8,3,0,1,0,0,0,0,3650,0,86,71,79,60,67,0,14,0.0,29.33,29.96,6.2,10,6.8,1,15,7,3,4,0,1,0
144,-87.725,41.952,8,5,0,0,1,0,0,0,3650,0,86,71,79,60,67,0,14,0.0,29.33,29.96,6.2,10,6.8,1,15,7,3,4,0,1,0
145,-87.725,41.952,8,1,0,0,0,0,0,1,3650,0,86,71,79,60,67,0,14,0.0,29.33,29.96,6.2,10,6.8,1,15,7,3,4,0,1,0
146,-87.725,41.952,8,17,0,1,0,0,0,0,3650,0,90,73,82,67,71,0,17,0.01,29.25,29.89,2.1,35,6.1,1,25,7,3,0,0,1,0
147,-87.725,41.952,8,9,0,0,1,0,0,0,3650,0,90,73,82,67,71,0,17,0.01,29.25,29.89,2.1,35,6.1,1,25,7,3,0,0,1,0
148,-87.725,41.952,8,3,0,0,1,0,0,0,3650,0,86,74,80,69,72,0,15,0.36,29.34,29.96,3.5,4,5.6,0,29,7,3,4,0,1,0
149,-87.725,41.952,8,5,0,1,0,0,0,0,3650,0,84,70,77,68,71,0,12,0.005,29.26,29.91,5.2,7,6.0,1,5,8,3,4,0,1,0
150,-87.725,41.952,8,1,0,1,0,0,0,0,3650,0,83,61,72,58,64,0,7,0.0,29.32,29.97,1.2,20,3.4,1,26,8,3,4,0,1,0
151,-87.725,41.952,8,1,0,0,0,0,0,1,3650,0,83,61,72,58,64,0,7,0.0,29.32,29.97,1.2,20,3.4,1,26,8,3,4,0,1,0
152,-87.725,41.952,8,2,0,1,0,0,0,0,3650,0,59,48,54,38,47,11,0,0.0,29.65,30.33,2.6,13,3.7,1,16,9,3,4,0,1,0
153,-87.725,41.952,8,2,0,0,1,0,0,0,3650,0,59,48,54,38,47,11,0,0.0,29.65,30.33,2.6,13,3.7,1,16,9,3,4,0,1,0
154,-87.725,41.952,8,3,0,1,0,0,0,0,3650,0,62,48,55,46,51,10,0,0.02,29.38,30.05,4.1,36,6.4,0,23,9,3,4,0,1,0
155,-87.725,41.952,8,1,0,0,1,0,0,0,3650,0,62,48,55,46,51,10,0,0.02,29.38,30.05,4.1,36,6.4,0,23,9,3,4,0,1,0
156,-87.725,41.952,8,1,0,1,0,0,0,0,3650,0,68,54,61,44,52,4,0,0.0,29.26,29.92,8.8,2,9.2,1,7,6,5,4,0,1,0
157,-87.725,41.952,8,4,0,0,1,0,0,0,3650,0,68,54,61,44,52,4,0,0.0,29.26,29.92,8.8,2,9.2,1,7,6,5,4,0,1,0
158,-87.725,41.952,8,4,0,1,0,0,0,0,3650,0,76,57,67,50,57,0,2,0.0,29.4,30.04,6.0,5,7.8,1,14,6,5,4,0,1,0
